50000 0.005706
100000 0.006865
150000 0.006373
200000 0.005915
250000 0.006865
300000 0.006569
350000 0.007013
400000 0.006687
450000 0.006342
500000 0.006545
550000 0.006997
600000 0.007457
650000 0.007883
700000 0.008401
750000 0.008829
800000 0.009280
850000 0.009896
900000 0.010963
950000 0.010608
1000000 0.011025
