100000 0.066499
150000 0.068454
200000 0.080698
250000 0.103330
300000 0.126659
350000 0.150615
400000 0.178173
450000 0.198531
500000 0.224342
550000 0.247268
600000 0.275590
650000 0.299822
700000 0.319910
750000 0.346505
800000 0.375315
850000 0.404636
900000 0.430702
950000 0.454148
1000000 0.495196
